topik,pertanyaan
REKOMENDASI MAGANG DAN MBKM,"<p>Selamat pagi Admin HaloFilkom!</p> <p>Saya Krishna, mahasiswa Informatika Filkom 2014.</p> <p>Saya ingin follow-up mengenai bantuan Akademik mengenai penandatanganan Surat Pernyataan Penyelesaian Studi saya ke pak Herman selaku Wakil Dekan I.</p> <p>Kamis lalu, berdasarkan petunjuk Admin pada tiket no <a href=""https://halofilkom.ub.ac.id/view.php?auth=o1xmmaaaaeaaaaaaR4RPYPVVEKCvVA%3D%3D"" target=""_blank"" data-saferedirecturl=""https://www.google.com/url?q=https://halofilkom.ub.ac.id/view.php?auth%3Do1xmmaaaaeaaaaaaR4RPYPVVEKCvVA%253D%253D&amp;source=gmail&amp;ust=1627947602109000&amp;usg=AFQjCNH0rick5kHth-1wSzfgln-fbMVFaw"">#000124</a>, Admin mau membantu proses penandatanganan surat tersebut dan saya sudah mengirim email ke <a href=""mailto:akademikfilkom@ub.ac.id"" target=""_blank"">akademikfilkom@ub.ac.id</a> dengan subjek ""Bantuan Penandatanganan Surat Pernyataan Penyelesaian Studi"" dengan lampiran Surat Pernyataan Penyelesaian Studi saya. <br /></p> <p>Apa surat saya sudah ditandatangani oleh pak Herman? <br /></p> <p>Kalau sudah, tolong kirim kembali ke email saya <a href=""mailto:napoleon.kbayu@gmail.com"" target=""_blank"">napoleon.kbayu@gmail.com</a> agar saya bisa PDF-kan bersama dengan Surat Permohonan Penambahan Masa Studi dan Transkrip Nilai saya yang akan dikirimkan ke kembali ke Akademik melalui WA Akademik Filkom, supaya saya bisa melakukan pendaftaran ulang.</p> <p>Atas perhatian dan bantuan Admin, saya ucapkan terima kasih.</p>"
REKOMENDASI MAGANG DAN MBKM,<p>Nama                       : Salma Nada Safira</p> <p>NIM / No. Test             : 15000043 </p> <p>Fakultas                      : Ilmu Komputer</p> <p>Program Studi              : S1 – Sistem Informasi</p> <p>Seleksi                        : Seleksi Alih Program (SAP)<br /></p> <p>No. HP                        : 08881809738</p> <p>Email                          : salmanadasafira@gmail.com </p> <p>Berikut merupakan Surat Permohonan Angsuran Biaya Iuran Pengembangan Institusi (IPI) dan Surat Pernyataan Terdampak COVID-19 yang sudah ditandatangani oleh orang tua dan mahasiswa.</p>
REKOMENDASI MAGANG DAN MBKM,"<p>Saya ingin melegalisir KHS saya yang sudah ditandatangani oleh pembimbing saya untuk persyaratan beasiswa, dapat lewat mana ya?</p>"
REKOMENDASI MAGANG DAN MBKM,"<p>Selamat pagi pak/ibu, saya Zamachsyari Fathah mahasiswa Prodi TIF dengan NIM 145150200111206. Saya ingin mengirimkan file perpanjangan masa studi saya yang sudah ditandatangani oleh kaprodi, berikut saya lampirkan file form pengajuan perpajangan, terimakasih bapak/ibu atas bantuannya.</p>"
REKOMENDASI MAGANG DAN MBKM,"<p>Selamat Pagi, mohon maaf baru membalas pesan sebelumnya. Berikut saya kirimkan form pertimbangan judul yang sudah ditandatangani oleh dosen pembimbing 1.</p> <p>Terima kasih.</p>"
REKOMENDASI MAGANG DAN MBKM,"<p>Assalamualaikum dan selamat pagi Bapak, Ibu akademik</p> <p>Perkenalkan saya Aqmal Maulana Tisno mahasiswa Teknik Informatika dengan NIM 175150218113013 yang sedang menempuh semester 10.</p> <p>Izin bertanya mengenai upload berkar laporan skripsi setelah kompre dan revisi, izin menginformasikan pada senin, 20 juni 2022 merupakan tanggal kompre yang telah dilaksanakan, namun pada SK terbaru bertuliskan maksimal penguploadan berkas laporan hanya untuk 2 minggu, izin yang dimana senin, 4 juli merupakan tepat 2 minggu waktu pengumpulan maksimal, untuk lembar pengesahan izin saya sudah ditandatangani oleh dosen pembimbing1 dan juga dosen pembimbing2, namun terdapat kekurangan untuk tanda tangan ketua departemen teknik informatika. Izin menanyakan solusi mengenai permasalahan yang saya dapatkan, apakah di perbolehkan untuk diijinkan menggunakan atas nama sekertaris departemen, izin juga saya diberikan arahan juga mengenai ini oleh pembimbing 1 saya yaitu Bapak Imam Cholissodin.</p> <p>Mohon bantuannya dan arahannya , mohon maaf bila ada kata yang kurang berkenan</p> <p>Terimakasih, wassalamualaikum wr wb</p>"
REKOMENDASI MAGANG DAN MBKM,"<p>saya ingin mendaftar beasiswa, dan salah satu persyaratannya ialah dengan mengupload Kartu Hasil Studi yang sudah ditandatangani oleh dosen. Maka dari itu saya meminta tolong untuk ditandatangi KHS saya oleh Yth Bapak Adhitya Bhawiyuga selaku dosen penasihat akademik saya, terima kasih.</p>"
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Selamat pagi, untuk selama PPKM ini apakah bisa mengurum pengambilan sertifikat TOEFL dan juga Surat Keterangan Lulus?</p> <p>Terimas kasih</p>"
PENGAMBILAN SERTIFIKAT TOEFL,<p>Pengambilan Sertifikat TOEFL</p>
PENGAMBILAN SERTIFIKAT TOEFL,<p>Bagaimana pengambilan sertifikat TOEFL dimasa pandemi? Tahun sertifikat 20-02-2018. Sertifikat untuk mendaftar wisuda.</p>
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Selamat siang pak/bu, saya ingin bertanya mengenai pengambilan sertifikat Toefl dan Kompetensi TI. Untuk dapat mengambil sertifikat tersebut harus bagaimana ya pak/bu?</p>"
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Selamat pagi, maaf mengganggu waktunya. Saya Benedict Abednego Hasibuan ingin menanyakan seputar pengambilan sertifikat TOEFL. Apakah mekanisme pengambilan pada saat pandemi dan ppkm masih sama seperti mekanisme yang tertera pada link berikut ini? <a href=""https://filkom.ub.ac.id/2020/07/22/informasi-pengambilan-sertifikat-toefl/"">https://filkom.ub.ac.id/2020/07/22/informasi-pengambilan-sertifikat-toefl/</a></p> <p>Terima kasih.</p>"
PENGAMBILAN SERTIFIKAT TOEFL,<p>Mas Akbar mohon bantuannya menanyakan prosedur pengambilan sertifikat Toefl. Terima kasih</p>
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Assalamualaikum, maaf saya ingin bertanya perihal pengambilan sertifikat TOEFL pada masa pandemi ini. Apakah pengambilan sertifikatnya dapat dilakukan secara online atau memang harus datang ke kampus? terimakasih.</p>"
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Assalamualaikum, maaf saya ingin bertanya perihal pengambilan sertifikat TOEFL pada masa pandemi ini. Apakah pengambilan sertifikatnya dapat dilakukan secara online atau memang harus datang ke kampus? terimakasih.</p>"
PENGAMBILAN SERTIFIKAT TOEFL,<p>Selamat Pagi min. Min boleh minta info untuk pengambilan sertifikat toefl? testnya udah dari bulan mei 2020 cuman untuk sertifkatnya belom diambil. mohon infonya terima kasih</p>
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Selamat Pagi,</p> <p>Maaf di <strong>form pengambilan sertifikat TOEFL</strong> harus mengisi tanggal tes, tetapi saya lupa tanggal tesnya, saya mengeceknya dimana ya?</p>"
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Selamat pagi, saya sudah mengisi form pengambilan sertifikat toefl, apakah besok bisa langsung diambil di filkom, atau ada konfirmasi terlebih dahulu lagi?</p>"
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Halo, saya ingin bertanya untuk pengambilan sertifikat TOEFL bagaimana ya? Untuk keperluan pendaftaran wisuda apakah bisa dikirim soft-copy? Terima kasih.</p>"
PENGAMBILAN SERTIFIKAT TOEFL,<p>bagaimana prosedur pengambilan sertifikat toefl?</p>
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Assalamualaikum, selamat pagi<br /></p> <p>izin menanyakan untuk pengambilan sertifikat Toefl yang telah ujian pada 11 februari 2022 yang lalu, apa sudah bisa dan pengambilanya ke bagian apa ya??</p> <p>terima kasih wassalamu'alaikum </p>"
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Selamat siang, saya Medeline Agustine dari TIF 15. Saya mau bertanya terkait prosedur pengambilan sertifikat TOEFL, untuk prosedur pengambilan untuk orang lain, apakah perlu surat kuasa? Terima kasih sebelumnya</p>"
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Pengambilan Sertifikat TOEFL ITP, informasi dari pihak blc untuk sertifikat toefl sudah diserahkan pada pihak akademik fakultas, sehingga saya ingin mengambil sertifikat.<br />Apakah sertifikat ini dapat dikirimkan melalui pos? dikarenakan saya berdomisili diluar malang</p>"
PENGAMBILAN SERTIFIKAT TOEFL,"<p>Selamat siang, saya Medeline Agustine dari TIF 15. Saya ingin bertanya terkait pengambilan sertifikat TOEFL. Sebelumnya hari jumat kemarin saya sudah mengajukan tiket, akan tetapi link yang diberikan tidak bisa dibuka. Boleh saya minta linknya kembali? Terima kasih</p>"
SURAT PENGANTAR PENELITIAN SKRIPSI,"<p>Selamat siang bapak/ibu yang terhormat, izin bertanya terkait Pembuatan Surat Pengantar Penelitian Skripsi ke perusahaan itu prosesnya bagaimana ya ?<br /><br />Terima kasih </p>"
SURAT AKTIF KULIAH,<p>Boleh pengajuan surat aktif kuliah saja jika tidak butuh rekomendasi beasiswa. Terima kasih</p>
SURAT AKTIF KULIAH,"<p>Selamat siang Bapak/Ibu , saya ingin menanyakan perihal surat aktif kuliah yang sudah saya inputkan di form nya sekitar 3 minggu lalu namun belum ada balasan nya ke email saya apakah suratnya dikirim di email atau di ambil di filkom ya? Saya juga telah menginputkan kembali ke google form nya jika saja form nya yang sudah saya inputkan sebelumnya ternyata belum terinput terimakasih banyak</p>"
SURAT AKTIF KULIAH,<p>mohon dibantu menjawab pertanyaan surat aktif kuliah. terima kasih</p>
SURAT AKTIF KULIAH,<p>Surat aktif kuliah</p>
SURAT AKTIF KULIAH,<p>Surat aktif kuliah</p>
SURAT AKTIF KULIAH,"<p>Semester lalu Saya lupa mengajukan cuti, sehingga status mahasiswa Saya saat ini adalah tidak aktif.</p> <p>Sesuai yang Saya baca melalui website filkom.ub.ac.id, jika sekarang Saya ingin melanjutkan perkuliahan, Saya diharuskan untuk mengajukan surat aktif kuliah kembali. Apakah ada format surat yang bisa saya gunakan untuk pengajuan tersebut? Dan jika sudah memiliki surat tersebut, apakah ada prosedur lain yang harus diikuti, misalnya untuk mengumpulkan surat yang telah dibuat saat ini</p> <p>Terima kasih</p>"
SURAT AKTIF KULIAH,<p>bagaimana prosedur untuk mendapatkan surat aktif kuliah</p>
SURAT AKTIF KULIAH,"<p>Selamat siang, saya mau bertanya terkait bagaimana caranya agar bisa mendapat surat aktif kuliah? Terimakasih</p>"
SURAT AKTIF KULIAH,"<p>Apakah pengurusan surat aktif kuliah masih aktif menggunakan link berikut, <a href=""https://bit.ly/SuratAktifKuliahFilkom"">https://bit.ly/SuratAktifKuliahFilkom </a>?</p>"
SURAT AKTIF KULIAH,<p>Ijin mau menanyakan tentang bagaimana prosedur pelayanan online untuk dapat mencetak surat aktif kuliah ?</p>
SURAT AKTIF KULIAH,"<p>Halo, permisi ijin bertanya<br /><br />Jadi saya sudah mengisi form pengajuan surat aktif kuliah melalui bit.ly/SuratAktifKuliahFilkom. Dan dikatakan bahwa surat aktif akan dikirimkan ke email mahasiswa kurang lebih 3 hari kerja. Akan tetapi saya sudah mengisi form sejak tanggal 17 Maret dan sampai sekarang belum menerima surat aktif kuliah. Kira-kira bagaimana ya solusinya?</p>"
SURAT AKTIF KULIAH,"<p>Selamat sore, izin bertanya tentang permohonan surat aktif kuliah saya, a.n Daffa Nabil Hakim (2151507001111035). Sudah saya ajukan dari Jumat (18 Maret 2022) tetapi sampai sekarang saya belum dapat email surat aktifnya. Itu bagaimana ya? Terima kasih sebelumnya</p>"
SURAT AKTIF KULIAH,"<p>Selamat sore, Mohon ma'af bertanya, untuk mahasiswa yang mengajukan cuti, apakah bisa meminta surat aktif kuliah atau surat keterangan bahwa masih menjadi mahasiswa pada Fakultas Ilmu Komputer? Terimakasih</p>"
SURAT AKTIF KULIAH,"<p>Assalamualaikum wr.wb. Saya ingin mengurus surat aktif kuliah untuk pengurusan Askes dan saya sudah mengisi form mulai hari Rabu tanggal 30 Maret, kok masih belom di email atau jadi? Soalnya di informasi dibilang minimal 3 hari kerja. Terima kasih.</p> <p><br /></p> <p><br /></p> <p><br /></p> <p><br /></p>"
SURAT AKTIF KULIAH,"<figure><img src=""cid:hmrt5dqgq2ow1la0l823rllndlfo0klq"" data-image=""hMRt5DqGq2Ow1lA0L823RLlndLFo0kLQ"" alt=""image"" /></figure> <p>Formulir surat aktif kuliah sudah saya ajukan. Terimakasih</p>"
SURAT AKTIF KULIAH,"<p>selamat pagi, mau bertanya. Bagaimana cara untuk mengurus surat aktif kuliah?</p> <p>Terima kasih.</p>"
SURAT AKTIF KULIAH,"<p>Saya ingin meminta surat aktif kuliah untuk keperluan tunjangan orang tua saya, bagaimana ya cara mendapatkan surat aktif kuliah tersebut?</p>"
SURAT AKTIF KULIAH,"<p>Selamat siang pak/bu, saya Fayza Sakina dari TIF angkatan 2018. Saya ingin menanyakan perihal pengajuan surat aktif kuliah. Apakah di semester ini, surat aktif masih dikirimkan melalui email? Terima kasih</p>"
SURAT AKTIF KULIAH,"<p>Selamat pagi bapak / ibu, saya sudah mengajukan surat aktif kuliah untuk mengikuti tes TOEFL yang sebagaimana syarat untuk pendaftaran wisuda, jadi saya mohon kepada bapak/ibu dapat memproses permohonan yang sudah saya ajukan</p><figure><img src=""cid:gcwafvlgmzx_32l_snl2psfyw1eycqwg"" data-image=""GCWaFvlgmzX_32L_SNL2PSfYW1EYCqWg"" alt=""image"" /></figure>"
SURAT AKTIF KULIAH,"<p>Assalamualaikum, Pak atau Bu ingin menanyakan apakan permohonana surat aktif kuliah atas nama Anindya Celena Khansa Kirana 175150200111013 sudah diproses?</p>"
SURAT AKTIF KULIAH,"<p>Kepada bpk/ibu tim kemahaisiwaan filkom,<br /><br />Selamat pagi, saya telah mengisi google form <a href=""https://docs.google.com/forms/d/e/1FAIpQLSeHfrFDdLftA8d9tdZ7MlObUOTK7MioKbfXHqcR3iwbCpZvVQ/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSeHfrFDdLftA8d9tdZ7MlObUOTK7MioKbfXHqcR3iwbCpZvVQ/viewform</a> untuk mendapatkan surat aktif kuliah pada tanggal 10 &amp; 11 juli 2022,<span style=""font-size:1em""> dengan detail:</span></p> <p>Nama : Muhammad Rafi Fauzan Fathin<br />NIM: 185150200111018<br />Jurusan: Teknik Informatika<br />Angkatan: 2018<br /><br />Disini saya ingin menanyakan apakah surat aktif kuliah saya sedang diproses dan berapa lama saya bisa mendapatkan surat tersebut melalui email ?</p> <p>Terimakasih<br /><br />Tertanda<br /><br />Rafi</p>"
SURAT AKTIF KULIAH,<p>mas mohon dibantu surat aktif kuliah</p>
SURAT AKTIF KULIAH,"<p>Selamat Siang Bapak/Ibu, Izin bertanya tentang Surat Aktif Kuliah. Saya sudah mengisi permohonan pada saat tanggal 19, tapi masih belum menerima. Apakah masih diproses atau mungkin saya saya meletakkan alamat email yah. Terima Kasih</p>"
SURAT AKTIF KULIAH,<p>Permisi saya mau bertanya saya sudah mengisi form untuk surat aktif kuliah kok belum ada kiriman ya saya mengisi sudah seminggu yang lalu</p>
SURAT AKTIF KULIAH,"<p>Selamat Siang Bapak/Ibu, Izin bertanya tentang Surat Aktif Kuliah. Saya sudah mengisi permohonan pada saat tanggal 19, tapi masih belum menerima. Apakah masih diproses atau mungkin saya saya meletakkan alamat email yah. Terima Kasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Status semester aktif Anda sudah 13 semester (s.d 2021/2022 Ganjil), status Anda sudah tahap penjadwalan yudisium</p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Berdasarkan arahan dari hasil rapat koordinasi dengan bagian penerima survey (SIAM &amp; Filkom), nama Anda termasuk dalam daftar kelas Hybrid (survey SIAM ; Tdk bersedia luring, survey Filkom ; sama)<br /></p> <p>Terimakasih</p> <p><br /></p> "
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Perkuliahan untuk sementara waktu masih diadakan secara Daring sampai dengan diterbitkannya edaran resmi terbaru terkait mekanisme perkuliahan Hybrid (luring/ daring). Mohon dicek secara berkala melalui web filkom UB/ dosen Pengampu MK</p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Mohon mengirimkan surat pernyataan dari mahasiswa dan orang tua yang ditujukan kepada Wakil Dekan I Bidang Akademik (filkom@ub.ac.id) dan mengetahui KPS (ttd)</p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Mohon mengirimkan surat pernyataan dari mahasiswa dan orang tua disampaikan ke  Dosen Pengampu Mata Kuliah yang diambil dengan mengutarakan alasan tidak dapat kuliah luring.</p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Menginfokan terkait perkuliahan yg telah berjalan s.d UTS sekarang, maka jika terdapat mahasiswa dengan kelas non hybrid dan berhalangan untuk mengikuti secara luring dimohon mengisi GForm berikut ini :<br /><a href=""https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform</a></p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Menginfokan terkait perkuliahan yg telah berjalan s.d UTS sekarang, maka jika terdapat mahasiswa dengan kelas non hybrid dan berhalangan untuk mengikuti secara luring dimohon mengisi GForm berikut ini :<br /><a href=""https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform</a></p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Menginfokan terkait perkuliahan yg telah berjalan s.d UTS sekarang, maka jika terdapat mahasiswa dengan kelas non hybrid dan berhalangan untuk mengikuti secara luring dimohon mengisi GForm berikut ini :<br /><a href=""https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform</a></p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Menginfokan terkait perkuliahan yg telah berjalan s.d UTS sekarang, maka jika terdapat mahasiswa dengan kelas non hybrid dan berhalangan untuk mengikuti secara luring dimohon mengisi GForm berikut ini :<br /><a href=""https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform</a></p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Menginfokan terkait perkuliahan yg telah berjalan s.d UTS sekarang, maka jika terdapat mahasiswa dengan kelas non hybrid dan berhalangan untuk mengikuti secara luring dimohon mengisi GForm berikut ini :<br /><a href=""https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform</a></p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Menginfokan terkait perkuliahan yg telah berjalan s.d UTS sekarang, maka jika terdapat mahasiswa dengan kelas non hybrid dan berhalangan untuk mengikuti secara luring dimohon mengisi GForm berikut ini :<br /><a href=""https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSfN_-ptPujRNgvv9Up9ZnjRp64w8RqeS7_BO4XAhzl95u0HyA/viewform</a></p> <p>Terimakasih</p>"
LAYANAN,"<p>Terimakasih telah menghubungi halo filkom,<br />Kelas MK Anda sudah dalam wilayan Hybrid, jika keberatan untuk luring bisa mengajukan kepada dosen pengampu MK masing masing</p> <p>Terimakasih</p>"
LAYANAN,"<p><br /></p> <p>Terimakasih telah menghubungi halo filkom,<br />Kelas MK Anda sudah dalam wilayan Hybrid, jika keberatan untuk luring bisa mengajukan kepada dosen pengampu MK masing masing</p> <p>Terimakasih</p> <p><br /></p>"
